model,MFE,MAE,MAPE,MPE,MSE,SSE,SMSE,RMSE,NMSE,TRAINING_TIME,Score
MLP--,-0.0024684934602411703,0.015391733266891873,47.641060203964265,16.219046833311754,0.0004077922757266877,3944.958512369757,0.0196556048328372,0.020193867280109763,0.040195608957998015,13.320432186126709,0.44614224229996857
RFR--,-0.00019793505832830396,0.013911424047882329,5.287768726729918,0.3005554962470214,0.00034892011802459304,0.15631621287501768,0.00034892011802459304,0.018679403577860645,0.03439264904344336,25.477300882339478,0.12215948189956131
SVR--,0.007777948276096604,0.026423366147925478,11.093080463551953,5.265462097343895,0.0010720716753817843,0.4802881105710394,0.0010720716753817843,0.032742505636890164,0.10567285454782296,12.368764877319336,0.5486502421831195
