model,MFE,MAE,MAPE,MPE,MSE,SSE,SMSE,RMSE,NMSE,TRAINING_TIME,Score
MLP--,-0.003676498268028453,0.015917468012602434,47.703996599512934,15.692998106655457,0.0004503600594514051,3993.7827113634025,0.019898869536050117,0.021221688421315707,0.04439146574748304,6.471894979476929,0.4615925710220866
RFR--,-8.753725897425611e-06,0.014429212936637037,5.398847027115279,0.417527366900257,0.0003857415168920978,0.1728121995676598,0.0003857415168920978,0.01964030338085687,0.03802209138029788,25.752654552459717,0.14160461431223972
SVR--,0.005139217495143539,0.02315061696548491,9.46164651172431,3.3657240470858483,0.000849222886114033,0.3804518529790868,0.000849222886114033,0.0291414290334917,0.08370690932679725,12.65889286994934,0.5633731611598517
